Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
No Role Modelz,J. Cole,86,"conscious hip hop, hip hop, north carolina hip hop, rap",292799,2014-12-09,91,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,4,"First things first: Rest In Peace Uncle Phil, for real
You the only father that I ever knew
I get my bitch pregnant, I'mma be a better you
Prophecies that I made way back in the Ville, fulfilled
Listen even back when we was broke my team ill
Martin Luther King would have been on Dreamville
Talk to a nigga...

One time for my LA sisters
One time for my LA hoes
Lame niggas can't tell the difference
One time for a nigga who know

Don't save her
She don't wanna be saved
Don't save her
She don't wanna be saved
Don't save her
She don't wanna be saved
Don't save her
She don't wanna be saved

No role models and I'm here right now
No role models to speak of
Searchin' through my memory
My memory, I couldn't find one
Last night I was gettin' my feet rubbed
By the baddest bitch; not Trina, but I swear to God
This bitch'll make you call your girl up and tell her
""Hey, what's good?""
""Sorry I'm never comin' home, I'mma stay for good""
Then hang the phone up, and proceed to lay the wood
I came fast like 9-1-1 in white neighborhoods
Ain't got no shame bout it
She think I'm spoiled and I'm rich cause I can have any bitch
I got defensive and said ""Nah, I was the same without it""
But then I thought back, back to a better me
Before I was a B-list celebrity
Before I started callin' bitches ""bitches"" so heavily
Back when you could get a platinum plaque without no melody
You wasn't sweatin' me

One time for my LA sisters
...
",48.70546,79.16436,67.93665,62.26354,62.336357,982.59326,3544.1733,2210.989,2005.5837,1754.759,31.346344,59.53296,47.021156,44.783745,41.889843,0.74214786,1.4730749,0.4804124,0.4542947,0.39273465,539.1035,639.9419,503.1276,391.23157,452.99945,,
Nobody Gets Me,SZA,90,"pop, r&b, rap",180853,2022-12-09,86,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,3,"Took a long vacation, no makeup, just JAY-Z
You were balls deep, now we beefin', had me butt-naked at the MGM
So wasted screamin', ""F- that,"" blurry now, but I meant it then
Hurry now, baby, stick it in 'fore the memories get to kickin' in
It's too late, I don't wanna lose what's left of you

How am I supposed to tell you
I don't wanna see you with anyone but me?
Nobody gets me like you
How am I supposed to let you go?
Only like myself when I'm with you
Nobody gets me, you do (do)
You do
Nobody gets me, you do (do)
...
",45.862328,84.41759,52.54596,40.11456,41.23011,2022.64,10191.112,1977.0088,636.5842,554.98724,44.97377,100.95104,44.463566,25.230621,23.558167,0.51881635,0.36531615,0.47583768,0.27392492,0.47140008,1100.0896,1725.446,983.1654,368.09308,265.6432,,
Nonsense,Sabrina Carpenter,80,pop,163648,2022-07-15,90,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,4,"Think I only want one number in my phone
I might change your contact to ""Don't leave me alone""
You said you like my eyes and you like to make 'em roll
Treat me like a queen, now you got me feelin' thrown, oh

But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-bleh""
I don't want no one else, baby, I'm in too deep
Here's a lil' song I wrote (song I wrote)
It's about you and me

I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
When you got your arms around me, ooh, it feels so good

I had to jump the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must have lost it
...
",45.813244,56.097412,42.348293,50.084976,46.190395,1142.5531,3959.879,802.9424,1629.6246,976.98566,33.801674,62.92757,28.336239,40.36861,31.25677,0.31089208,0.20570059,0.6826166,0.6327174,0.10796483,312.0857,1505.4211,272.83313,527.2944,430.46472,,
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,73,pop soul,217466,2018-11-30,76,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,"This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart

I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left

It's smoking, we both know it
We got all night to fall in love
But just like that we fall apart
We're broken, we're broken

Hmm, well nothing, nothing, nothing gon' save us now

Well, there's broken silence
By thunder crashing in the dark (crash in the dark)
And this broken record
...
",68.43947,100.13684,76.700485,55.968063,55.585976,3285.1685,6159.8975,2851.881,1228.1211,1225.0068,57.316387,78.485016,53.403008,35.04456,35.0001,0.71171594,1.2587527,0.35030887,0.50402606,0.6399455,761.26654,1222.7947,613.8986,392.84106,277.13776,,
Nothing Like You,Dave Barnes,41,"acoustic pop, neo mellow",262079,2016-03-18,45,0.608,0.496,0,-8.929,1,0.0309,0.558,1.15e-05,0.152,0.506,77.037,4,"Streets full of people
Souls full of sparks
Days full of color
Turnin' nights full of stars

Everywhere I've ever been
I come back time and time again

There ain't nothin' like you
Ain't nothin' like you, ain't nothin' like you
There ain't nothin' like you
Ain't nothin' like you, ain't nothin' like you

Bluest skies to the ocean tides
All got something to prove
There ain't nothin' like you
Ain't nothin' like you

There ain't nothin' like you
Ain't nothin' like you

My head's full of trouble
...
",51.335213,91.29959,71.88486,59.971027,59.787354,1078.2017,10615.08,3369.5103,1609.644,1278.0446,32.83598,103.02951,58.04748,40.12037,35.74975,0.365381,0.32853422,0.75450885,1.1829429,1.0722417,732.652,2272.6082,1026.6602,558.8688,536.70746,,
Nothing's Gonna Stop Us Now,Starship,65,"album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop",270333,1987-07-27,82,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,4,"Looking in your eyes I see a paradise
This world that I found is too good to be true
Standing here beside you want so much to give you
This love in my heart that I'm feeling for you

Let them say ""We're crazy"", I don't care about that
Put your hand in my hand, baby, don't ever look back
Let the world around us just fall apart
Baby, we can make it if we're heart to heart

And we can build this dream together, standing strong forever
Nothing's gonna stop us now
And if this world runs out of lovers, we'll still have each other
Nothing's gonna stop us, nothing's gonna stop us now

I'm so glad I found you, I'm not gonna lose you
...
",46.071877,58.431297,46.12673,46.42606,46.263954,811.35126,1651.1783,783.6573,673.6933,714.0462,28.484228,40.634693,27.99388,25.955603,26.721643,0.5999401,0.4030127,0.17335615,0.5604117,0.7018021,296.29837,479.07095,267.78055,188.44669,195.10597,,
Notion,The Rare Occasions,64,la indie,195120,2021-12-02,84,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4,"Sure it's a calming notion, perpetual in motion
But I don't need the comfort of any lies
For I have seen the ending and there is no ascending
Rise

Oh, back when I was younger, was told by other youngsters
That my end will be torture beneath the earth
'Cause I don't see what they see, when death is staring at me
I see a window, a limit, to live it, or not at all
...
",26.075525,41.999866,31.598438,28.180914,29.072788,286.04468,1976.0349,392.49725,265.62442,320.42188,16.912855,44.452614,19.811543,16.297989,17.900331,0.1352822,0.39995867,0.7123504,0.13729203,0.36920825,500.4337,1028.7855,448.70804,253.1079,210.5192,,
November Air,Zach Bryan,87,classic oklahoma country,243709,2020-11-27,73,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,4,"You remember sittin' there one rainy night in a well-used chair
Tellin' me how well you used to dance
The western wind will come again
Make you feel like you did
When all those cowboys didn't stand a chance

Said his life took most of you
Gave you twice and the day was through
You said it all turned out awfully fair
So tell me tales of all the times and all the seasons you got by
Breathin' in that cold November air

No one was there
No one was there
When no one was there

Two kids 'bout 23 when the sun sets you'll never see
You were yellin' ""Supper"" from the yard
And they grew old and sailed away
Call you on phones from far away
Wrote you novels on postcards
...
",81.49565,86.70521,101.308685,106.88177,106.35554,1824.6956,2064.8032,2944.205,3159.3958,3096.8845,42.716454,45.440105,54.26053,56.208504,55.64966,0.63628143,0.35927898,0.0070261466,0.33554077,0.27361724,323.77905,348.05176,413.35867,435.7514,391.69144,,
"Nuthin' But A ""G"" Thang",Dr. Dre,79,"g funk, gangster rap, hip hop, rap, west coast rap",237573,1992-12-15,79,0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,4,"One, two, three and to the fo'
Snoop Doggy Dogg and Dr. Dre is at the do'
Ready to make an entrance, so back on up
'Cause you know we're 'bout to rip, shit up

Gimme the microphone first, so I can bust like a bubble
Compton and Long Beach together, now you know you in trouble
Ain't nuttin' but a G thang, baby, two loc'ed out niggaz so we're crazy
'Death Row', is the label that pays me
Unfadeable, so please don't try to fade this
(Hell, yeah)

But uhh, back to the lecture at hand
Perfection is perfected, so I'ma let 'em understand
From a young G's perspective and before me dig out
A bitch I have to find a contraceptive

You never know she could be earnin' her man
And learnin' her man and at the same time burnin' her man
Now, you know I ain't with that shit, Lieutenant
Ain't no pussy good enough to get burnt while I'm up in it

And that's realer than real deal Holyfield
And now you hookers and hoes know how I feel
Well, if it's good enough to get broke off a proper chunk
I'll take a small piece of some of that funky stuff

It's like this, and like that, and like this, and uh
It's like that, and like this, and like that, and uh
It's like this, and like that, and like this, and uh
Dre, creep to the mic like a phantom
...
",45.18154,62.077335,65.01241,58.070446,72.661644,703.3729,1484.7424,2352.1643,1916.2252,1699.1935,26.52118,38.532356,48.499115,43.77471,41.221275,0.4432373,0.28628248,0.65156525,0.57674026,0.32091323,209.60265,365.7233,479.3699,488.97147,309.36798,,
ONE CALL,Rich Amiri,73,rage rap,121399,2023-11-17,87,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,4,"Famous
Yeah, she pop that pussy, I got her a Rolls-Royce
Go and get some money, she'll never listen
Bitch just say it to me, I been rich, you can't level it

I don't trust a soul, I don't trust nobody
Threw up off some pills, I don't trust my own body
You would take her shoppin', you took her to Chrome probably
It only took me one call, got the dome out of her
Just hit this ho, her boyfriend book me for a show, ah
I'm rockin' white and gold, it look like I got mob ties
Water comin' in and out, it never was a drought
Fuck the opposition, hit they strip then air it out

Pay attention (pay attention), pay attention (pay attention)
...
",65.42244,41.491123,32.581894,26.724466,31.50779,38578.676,2304.3997,1047.4608,376.41187,410.1143,196.41455,48.00416,32.3645,19.401337,20.251278,0.44498563,0.18523973,0.071282886,0.10302827,0.449426,6356.008,855.8813,819.08777,315.8153,291.13983,,
Oh Boy,Cam'ron,58,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",204706,2002-01-01,69,0.758,0.768,6,-5.603,1,0.174,0.0237,0.0,0.141,0.824,83.033,4,"Just blaze (oh baby) oh baby, uh, killa

All the girls see the (boy)
Look at his kicks (boy)
Look at this car (boy)
All I say is (oh boy)

Look mami I'm no good I'm so hood
Clap at your soldiers sober then leave after it's over
Killa, I'm not your companion or your man standin'
Don't hit me when you wanna get rammed in, I'll be scramblin'

With lot's of mobsters shop for lobsters
Cops and robbers listen every block is blocka (blocka!)
But she like the way I diddy bop you peeped that
Mink on Maury kicks plus Chanel ski hat

She wan't the (boy)
So I give her the (boy)
Now she screamin' out (boy, boy, boy, boy) Killa, Killa

Now she playin with herself Cam dig it out lift her up
Ma it's just a fuck girl get it out pick on up
They wan't the boy Montana with guns with bandanas
Listen to my homeboy Santana

Y'all niggas can't fuck with the (boy)
I'm tellin' ya (boy)
Put a shell in ya (boy)
Now he bleedin (oh boy)
Get him call his (boy)
He weezin' he need his (boy)
He screamin' (boy, boy, boy, boy)

...
",37.953377,78.04095,61.92039,49.467934,50.629845,549.5863,5379.2925,2045.0145,779.8251,760.889,23.443256,73.34366,45.221836,27.925348,27.584215,0.6379662,0.45395085,0.45806935,0.39977822,0.6355205,550.3862,983.69305,1322.3816,556.3631,194.65837,,
Oh My God,Adele,85,"british soul, pop, pop soul, uk pop",225148,2021-11-19,80,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,"I ain't got too much time to spend
But I'll make time for you to show how much I care
Wish that I would let you break my walls
But I'm still spinning out of control from the fall
Boy, you give good love, I won't lie
It's what keeps me coming back even though I'm terrified

I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah
I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah

Oh my god, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into your arms?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Is a battle I cannot fight

...
",56.056187,110.56311,75.54262,57.68164,52.822727,2463.6738,10240.586,2319.4214,1249.1487,1007.9807,49.63541,101.19578,48.16037,35.343296,31.748713,0.23309445,0.8563129,0.2832814,0.36289126,0.6146092,678.31726,1944.9874,509.24496,307.58047,374.56372,,
Ojitos Lindos,Bad Bunny,95,"reggaeton, trap latino, urbano latino",258298,2022-05-06,87,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4,"Hace mucho tiempo le hago caso al corazón
Y pasan los día', los mese' pensando en tu olor
Ha llegado el tiempo para usar la razón
Ante' que sea tarde y sin querer me parta en do'

Antes de que salga el sol y hunda el acelerador
Que vaya sin frenos y pierda el control
Nada más seremos do', tú y yo acariciándono'
En medio del tiempo, sin decir adiós

Y solo mírame con esos ojito' lindo'
Que con eso yo estoy bien
Hoy he vuelto a nacer

Hacе tiempo que no agarro a nadie de la mano
Hace tiempo que no envío: ""buenos días, te amo""

Pero tú me tiene' enredao, me envolví
Iba por mi camino y me perdí
Mi mirada cambió cuando tus ojos vi
Bye-bye a los culo', ni me despedí

Yo no te busqué, no
Chocamo' en el trayecto
Con tu alma es la que yo conecto
Tranquila, no tiene que ser perfecto, no

...
",49.287876,74.36202,60.837387,51.73794,47.987507,2877.5437,7049.3496,3560.1147,1174.7593,885.80963,53.642742,83.9604,59.6667,34.27476,29.762554,0.2029971,0.39703482,0.6031613,0.37130612,0.33942395,1069.2631,1713.954,1495.9486,545.6163,395.0806,,
Old Days,Lil Durk,81,"chicago drill, chicago rap, drill, hip hop, rap, trap",195267,2024-02-23,73,0.606,0.603,1,-9.668,1,0.512,0.193,0.0,0.107,0.573,80.441,4,"(Uh)
You know, I been talkin' to my family on group FaceTime
They don't ask me for nothin', they just tell me that they miss me, know what I'm sayin'?
I be, I be tellin' 'em it ain't about money, but I'ma send it anyways
Know what I'm sayin'? I love y'all

All the times I said granny, that's the passion that it's from
Her condition scared me so much, I ain't visit her in months (uh)
Chino visit me more than them, and he only visit me just once (uh)
The older rats got out before unc' and they around here like it's nothin'
How many niggas I used to fuck with told me fuck me over money?
Said the block gon' get on his ass, that's why he ain't never make a comment
The autopsy of Von body had me coughin' up my vomit
I miss the old days, the old ways, my history iconic

I was takin' so many pills, I was so high, I really abused it
Started sellin' Percs, I turned around and started to use it
Took my name off rehab, I replaced my name with Doodie's
Had to get a pacemaker, my heart was skippin' deuces
Jumpin' over hurdles, Smurk life so exclusive
Ain't lied yet about nothin'

I wish I could stop the war, I really wanna live in peace
I wish I could stop the war, but it's too late for them to speak (oh)
...
",52.26268,48.510574,34.840935,33.931194,36.840828,3589.9443,2387.1768,357.0407,314.3381,395.02182,59.916145,48.85874,18.895521,17.729582,19.875156,0.40964985,0.5277285,0.34768447,0.1271699,0.24570686,913.1401,990.5274,135.78355,142.8279,137.24695,,
Old Dirt Roads,Owen Riegling,54,,227891,2023-08-10,74,0.509,0.793,1,-3.229,1,0.0376,0.25,0.0,0.236,0.767,165.964,4,"I grew up wild, and I grew up true
A town most folks just drive through
We'd sit out by the dam on a night when the air was warm
Mama was an angel, daddy was a saint
When the lights cut off, I could sneak out late
To a spot on the west side, baby, nobody knew

Come and find me down
Where the tree line ends, and the cattails grow
We can be free, livin' our dreams out
Singin' to the radio

I was raised on a little patch of haven
Wheat fields and old dirt roads
Where the tin roof sings the whole damn thing
Shakes when the cold wind blows
Well, it ain't all sunshines and rainbows
Hard times we all know
But I'd go back in a minute to the land of the wicked
Wheat fields and old dirt roads

(Hey) la-la-la, na-na-na-na, la-la-la-la-la-la
...
",74.750755,99.85285,94.01209,89.08018,89.113075,2167.8271,4007.0374,3038.7446,2914.9382,2856.684,46.55993,63.301163,55.12481,53.99017,53.447956,1.1374559,1.960409,1.6204039,1.4704612,0.3746595,664.5236,1019.97284,488.407,527.0456,418.372,,
Old Pine,Ben Howard,64,"british singer-songwriter, folk-pop, indie folk",328506,2011-01-01,70,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4,"Ooh, hot sand on toes, cold sand in sleeping bags
I've come to know that memories
Were the best things you ever had
The summer shone, beat down on bony backs
So far from home where the ocean stood
Down dust and pine cone tracks

We slept like dogs down by the fire side
Awoke to the fog where all around us
The bloom of summertime

We stood
Steady as the stars in the woods
So happy-hearted
And the warmth rang true inside these bones
...
",11.037243,17.612576,14.13839,12.956072,13.87806,41.15258,152.85274,90.08662,82.96686,78.92299,6.4150276,12.363362,9.491397,9.108615,8.883862,0.12211821,0.13626318,0.038350273,0.03957655,0.07784112,57.548767,137.04109,76.59895,85.2086,67.36364,,
Old Town Road,Lil Nas X,76,lgbtq+ hip hop,113000,2019-06-21,77,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,"Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride (Kio, Kio) 'til I can't no more

I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match
Riding on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off the porch, now

Can't nobody tell me nothing
You can't tell me nothing
Can't nobody tell me nothing
...
",40.81205,80.74684,43.926846,41.201935,44.51791,2106.319,13833.141,888.7845,989.0529,895.79114,45.894653,117.61437,29.812489,31.449211,29.92977,0.09401072,0.25603953,0.717545,0.21468724,0.948418,860.6631,2132.7368,299.578,503.57892,446.0482,,
Old Town Road - Remix,Lil Nas X,76,lgbtq+ hip hop,157066,2019-06-21,78,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4,"Yeehaw (Yeehaw, yeehaw)
Oh, oh-oh-oh-oh (oh-oh, oh-oh)
Oh, la, la-la la

Yeah, I'm gonna take my horse to the Old Town Road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the Old Town Road
I'm gonna ride 'til I can't no more (Kio, Kio, woo)

I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match (Woo)
Ridin' on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off that porch, now

Can't nobody tell me nothin'
You can't tell me nothin'
...
",39.623096,78.08984,41.200138,39.367085,43.372925,1914.6118,13010.778,817.55676,969.72766,923.42035,43.75628,114.0648,28.592949,31.140451,30.387833,0.15625049,0.6328149,0.28903532,0.8329368,0.31504044,848.951,2276.4363,275.08542,511.78464,429.15823,,
On Call,Kings of Leon,74,"modern rock, rock",201800,2007-04-02,61,0.307,0.791,7,-5.408,1,0.119,0.0285,0.000804,0.395,0.141,193.356,4,"She said, ""Call me now, baby""
I'd come a-runnin'
She said, ""Call me now, baby""
And I'd come a-runnin'
If you'd call me now, baby
Then I'd come a-runnin'

I'm on call to be there
One and all to be there
And when I fall to pieces
Lord, you know, I'll be there waiting

...
",65.665825,41.739716,32.855682,26.528635,32.279644,39969.598,2397.152,1108.6531,376.69815,420.18002,199.92398,48.96072,33.296444,19.408712,20.498293,0.6453948,0.51882285,0.6539643,0.2806505,0.18359673,6863.2817,1056.2163,689.45953,360.79486,294.04495,,
On My Love,Zara Larsson,78,"pop, scandipop, swedish electropop, swedish pop",222911,2023-09-15,82,0.495,0.691,10,-4.989,0,0.0447,0.0745,0.0033,0.0881,0.299,123.051,4,"(That's on my love)
(That's on my love)

Now, I don't need the time to make up my mind (yeah, yeah)
That's on my love (yeah)
That's on my love (yeah), yeah
Hear my pain, can you hear my prayer?
Take my breath, can you take me there? (Yeah)
That's on my love, yeah, yeah

Into the dark, into the light, baby, I go
Whether it's wrong, whether it's right, I will follow
I'll pay the price, I'll sacrifice
That's on my love, yeah

On my love, on my love
I put that on my, on my love, on my love
I put that on my love
I put that on my love
...
",40.27776,87.55048,61.46978,48.385227,47.03752,747.7871,9477.874,1639.3995,1073.6514,914.32556,27.345695,97.35437,40.4895,32.76662,30.237816,0.73842055,1.0940605,0.8715515,0.108811595,0.44783148,340.9734,1788.2986,347.35968,387.11755,282.9584,,
On My Mama,Victoria Monét,71,"alternative r&b, r&b",184258,2023-08-25,78,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,4,"When they say, ""She get it from her mama""
I'ma say, ""You got it right""
Body rude, it's unpolite
Done bein' the humble type
Tell me, is you down?
'Cause I'm tryna go up tonight
Hoes and hoochies left and right

I just wanna live in a fantasy
I think we deserve it, right?
Top all the memories
I've ever made in my life

Permanent ecstasy
Ladies is pimps tonight
Livin' inside a dream
Let's lay where the lover's lie

I put that on my own mama, on my hood
I look fly, I look good
You can't touch my bag, wish you could
I look fly, I look too good
...
",41.357937,58.592865,52.72668,40.28756,44.56045,1537.7473,4031.396,2952.965,829.1218,892.4683,39.214123,63.493275,54.34119,28.794476,29.874208,0.04532796,0.020242723,0.085656114,0.5382579,0.11816763,569.4098,1358.2483,690.31067,317.13147,329.5556,,
On The Ground,ROSÉ,65,k-pop,168085,2021-03-12,73,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4,"My life's been magic, seems fantastic
I used to have a hole in the wall with a mattress
It's funny when you want it, suddenly you have it
You find out that your gold's just plastic
Every day, every night, I've been thinkin' back on you and I
Every day, every night

I worked my whole life just to get right, just to be like
""Look at me, I'm never coming down""
I worked my whole life just to get high, just to realize
Everything I need is on the, everything I need is on the ground

On the ground
Everything I need is on the ground
Nah, but they don't hear me though
(Yeah, what goes up, it must come down)
Nah, but they don't hear me though
(You're runnin' out of time)
...
",48.29365,76.64566,58.73905,55.785786,45.681084,2827.7966,4947.078,2046.3373,1561.8224,853.1551,53.177032,70.33547,45.236458,39.519897,29.208818,0.48524237,0.48857492,0.48236153,0.46231636,1.0785112,1135.1827,717.6506,504.2718,421.24216,312.8159,,
One Kiss (with Dua Lipa),Calvin Harris,85,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",214846,2018-04-06,86,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,"Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out

Something in you
Lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
...
",31.158419,51.34719,41.168896,38.32211,35.50761,818.4485,6055.935,1499.5828,863.2938,660.79297,28.60854,77.819885,38.724445,29.381863,25.705894,0.45415074,0.72396165,0.29966468,0.26250863,0.23442353,742.1069,2589.9907,882.32104,595.2445,404.35132,,
One Last Time,Ariana Grande,89,pop,197266,2014-08-25,85,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,"I was a liar, I gave in to the fire
I know I should've fought it, at least I'm being honest
Feel like a failure, 'cause I know that I failed you
I should've done you better, 'cause you don't want a liar

And I know, and I know, and I know she gives you everything
But boy, I couldn't give it to you
And I know, and I know, and I know that you got everything
But I got nothing here without you

So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby, I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home
...
",64.76708,86.342575,74.68241,58.32114,57.95912,7251.5317,6795.4053,3467.203,2190.2795,1230.485,85.15593,82.43425,58.882957,46.800423,35.07827,0.30131167,0.39011073,1.0594984,0.37710977,0.5432155,3231.5708,1666.9457,1337.3767,958.4115,435.72284,,
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",244684,2023-06-23,97,0.522,0.641,8,-6.287,1,0.0318,0.0545,0.0,0.162,0.202,87.51,4,"Lock me up and throw away the key
He knows how to get the best out of me
I'm no force for the world to see
Trade my whole life just to be

Tell nobody I control you
I broke you just to own you
They can't tell that I love you
'Cause you're loyal, baby

I love when you're submissive
Love it when I break skin
You feel pain without flinchin'
So say it

Give me tough love
Leave me with nothin' when I come down
My kinda love
Push me and choke me 'til I pass out

We don't gotta be in love, no
...
",62.58518,86.78313,65.70943,62.01767,52.66659,4397.046,7237.9897,2273.5747,2452.485,1226.504,66.31023,85.07638,47.68202,49.52257,35.02148,0.055310614,0.58788425,0.81834126,0.5213451,0.9617922,850.42365,1385.1368,705.0461,969.70105,541.5602,,
One Of Your Girls,Troye Sivan,78,"australian pop, pop, viral pop",181481,2023-10-13,85,0.629,0.654,11,-7.852,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,4,"Everybody loves you, baby
You should trademark your face
Linin' down the block to be around you
But, baby, I'm first in place

Face card, no cash, no credit
Yes, God, don't speak, you said it
Look at you
Skip the application, interview
Sweet like Marabou
Look, look at you

Give me a call if you ever get lonely
I'll be like one of your girls or your homies
...
",47.29019,73.28218,59.20798,53.23922,52.68545,2010.2802,5236.8843,1991.6611,1041.7699,956.3502,44.836147,72.36632,44.628033,32.27646,30.924913,0.09700291,0.5684689,0.50459766,0.6340471,0.46340558,643.6094,942.63666,645.9561,262.9715,267.08105,,
One Right Now (with The Weeknd),Post Malone,87,"dfw rap, melodic rap, pop, rap",193506,2021-11-05,75,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,4,"Na-na-na-na, na-na
Na-na-na-na, oh no
Yeah, yeah

Said you love me, but I don't care
That I broke my hand on the same wall
That you told me that he fucked you on (oh!)
You think it's so easy fucking with my feelings
I got one coming over and one right now (uh)
One right now
(One right now, one right now, oh-oh-oh)
I got one coming over and one right now

Said you want to have my babies
I fucked you so good, you should pay me
Don't call me ""baby"" when you did me so wrong
(When you did me so wrong)

But I got over what you did already
Body for body, so petty
...
",65.67974,109.339096,77.143555,60.1478,70.32415,2760.4663,12513.306,3364.8372,1501.0066,1817.8815,52.54014,111.862885,58.007217,38.742825,42.63662,0.18629278,1.0769253,0.88846666,0.51934713,0.49923068,914.45996,2342.5056,745.67914,412.5297,432.63724,,
One Thing Right,Marshmello,84,"brostep, edm, pop, progressive electro house",181823,2019-06-21,73,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4,"I've cheated and I've lied
I've broke down and I've cried
I've got nothing to hide no more
I've loved and I've hurt
I've broken people down with words
More grace than I deserve, for sure

Known to be crazy, known to be wild
Mama had herself a little devilish child
Ain't no stranger to the troubles at my door

I've been at the wrong place at the wrong time
Chasin' all the wrong things most of my life
Been every kinda lost that you can't find
But I got one thing right
Been the kinda guy girls mamas don't like
Runnin' with the wrong crowd on the wrong nights
'Cause I've been wrong about a million times
But I got one thing right, you

...
",27.137955,86.79656,71.676674,57.296318,44.660248,377.73526,6841.3516,4285.5376,2149.1401,1002.6809,19.435413,82.71246,65.46402,46.358818,31.665136,0.17686005,0.74715716,0.4409551,0.23514852,0.8384933,375.60654,1233.9342,1245.6613,494.74265,328.19214,,
